PolicyId,ProbChurn
92597.0,0.19416496296941835
92808.0,0.12173884604157603
93090.0,0.4317116378619667
93122.0,0.24388025986419667
93133.0,0.1789414137156843
,0.06899511629437705
1274.0,0.519209122128527
1324.0,0.07321492605798229
1374.0,0.5165426058098479
1406.0,0.5650207421377362
1413.0,0.06861405060757168
1449.0,0.08077131988331165
1488.0,0.6508475079115781
1499.0,0.07697100474096732
1506.0,0.07404379805649597
1513.0,0.06795286987394634
1563.0,0.07610634471232097
1649.0,0.10522796557072288
1656.0,0.07636542151621249
1667.0,0.7308664214402298
1756.0,0.07094096242921848
,0.4316184029931008
,0.07700638448821968
,0.07262149151975439
2074.0,0.30321244815260123
2149.0,0.07967403987731368
2249.0,0.08224636653468698
2335.0,0.1417005939524472
2560.0,0.09139189980415005
2674.0,0.10765416215291174
6629.0,0.27548403907982916
,0.09965707444042576
6754.0,0.06416242829761021
,0.16935053241057846
6954.0,0.09110934281131992
6997.0,0.3156167128788005
7004.0,0.37672232803724715
7072.0,0.3868906595420443
7215.0,0.3795144347184773
7240.0,0.386279350953573
,0.37856674339746926
7347.0,0.3425479879425746
325676.0,0.2794445593304305
325819.0,0.3106702550345874
326062.0,0.38671304846328763
,0.3802955498006021
326219.0,0.5180134721539652
326312.0,0.380852155332548
326323.0,0.1843340356442888
326330.0,0.31681363234372356
326723.0,0.3221595227222149
326741.0,0.38219494949474553
326773.0,0.4005557783748162
326873.0,0.2853422225481693
327191.0,0.36491574267897636
327198.0,0.3764443392114281
463106.0,0.2566598588981262
463188.0,0.37647150902135246
463206.0,0.3932946191752488
,0.3871246908263343
463456.0,0.3739631033696134
467289.0,0.38522145306460526
467293.0,0.386723351270878
467314.0,0.3863998404824134
,0.20093356343783653
467343.0,0.36591371055873
,0.4240075552669307
467443.0,0.5015944318164994
467507.0,0.35453936741197284
467618.0,0.3865226336541736
328570.0,0.3866346838897441
328609.0,0.38246767842995055
328852.0,0.28221248305089014
328877.0,0.19388470834922134
329113.0,0.38697263330971227
329470.0,0.386434973167177
329488.0,0.37584191882778156
329674.0,0.38648772442582946
329731.0,0.44419781342716436
329874.0,0.400181241289914
,0.40941410945564227
329981.0,0.6600113394355736
330031.0,0.7152315371199465
330038.0,0.043514390798057814
330174.0,0.5282563972642075
330281.0,0.5070301649237787
330317.0,0.7672783583182142
330356.0,0.16174238196650959
330456.0,0.0714966616710121
330474.0,0.8368407073474592
330685.0,0.4954368217138764
844475.0,0.5966120445921849
844493.0,0.13313918714618755
844543.0,0.12666396363763927
10312.0,0.1623144417435713
10348.0,0.40581513554832754
10480.0,0.4496491814337797
10491.0,0.23053618473456267
10580.0,0.42265516169433337
10648.0,0.31793167055456095
,0.3478786154491519
10716.0,0.42954266660951085
,0.3653877930875475
,0.12892566901142816
,0.401092536090922
10891.0,0.42876668875157475
99174.0,0.5425242811655566
99217.0,0.12507632240283864
99274.0,0.43924959617345977
99281.0,0.3814987820099383
99342.0,0.16532583460975064
99374.0,0.38783254289013286
725365.0,0.5126437600776955
725383.0,0.2997546904774897
725408.0,0.3717721192975044
,0.44228136135810564
725565.0,0.4213628806680076
725608.0,0.37319607409528405
725626.0,0.3711950397436318
99481.0,0.5047538806357625
,0.35060880069765826
99635.0,0.29911669608073455
725701.0,0.4544758688693335
,0.4371461897768214
725951.0,0.3668498068494745
726090.0,0.33777647278599693
99842.0,0.3609506515539934
726208.0,0.43575184959683816
726233.0,0.44326170399894427
,0.22900114000507954
334125.0,0.4064137584502411
334275.0,0.21331233125331212
334293.0,0.35293202241390764
334325.0,0.41497668662109466
,0.19275232434094122
,0.37500511616516985
334543.0,0.40187126065572315
728548.0,0.36540908090355606
728573.0,0.36939043782621056
728648.0,0.30382304528630505
728798.0,0.35691525023333565
728898.0,0.41574545582560435
,0.4107427976318329
729066.0,0.410861237833284
,0.4431391267304352
729234.0,0.37548213756269133
729241.0,0.4527154516212415
729252.0,0.38709669181830214
,0.3132033782838815
729384.0,0.4111355362456514
729409.0,0.3636700712161569
729416.0,0.4351113530268699
729520.0,0.37199932240011246
,0.4339862773100014
729727.0,0.34925051080980957
729759.0,0.4487055296116405
729795.0,0.42532237459550515
474963.0,0.3005159216964478
,0.34195774673639745
,0.3283251931414287
586578.0,0.46570674086037456
586617.0,0.45514851588317423
586653.0,0.4534242616891855
586960.0,0.49641785237807634
587210.0,0.43358536900057965
,0.43799741578812357
587235.0,0.464557966694885
587310.0,0.4357445331563812
587385.0,0.4547729780024254
587489.0,0.43290456100789276
587596.0,0.41434536607882605
587721.0,0.4242426367063297
587803.0,0.4286004494513723
587864.0,0.2795557994286808
731699.0,0.43262743684189225
731806.0,0.42114231463528135
731967.0,0.3969239797478548
731992.0,0.42017156721331483
731999.0,0.28521839789911196
732174.0,0.4014234982285844
732374.0,0.4491681568060009
732392.0,0.43844253482053347
732442.0,0.38831573641803446
,0.4567130259773899
,0.4124949720422831
732610.0,0.39138238182590873
,0.35406845066472764
,0.4685817524417851
732860.0,0.4579800840081849
,0.4253600089807366
732985.0,0.4247865108955782
591154.0,0.412944305317087
,0.24179899259692497
734900.0,0.3037885721167351
734932.0,0.35021152698976493
,0.3233470003929406
,0.3505422974039633
735107.0,0.32842176682528706
735118.0,0.3609476455126103
735218.0,0.3401714694409585
,0.3292259034272062
735418.0,0.3658778536587818
735475.0,0.3566011261695268
,0.42493304572320617
735825.0,0.2917037506867122
735875.0,0.3143638599875117
735893.0,0.7367931873284962
735986.0,0.29572829743526285
738126.0,0.3506863990962454
,0.565930744313442
738140.0,0.3503936046988078
738208.0,0.30916453861136267
738251.0,0.2941331294371015
738269.0,0.3083340673117634
738308.0,0.34824676730879933
841242.0,0.3092581172119573
841256.0,0.3293039222178258
841281.0,0.29780924796730956
,0.29780924796730956
841349.0,0.2302447346997119
841424.0,0.31264880885301605
841442.0,0.3169268380422299
841244.0,0.13671330687056352
841311.0,0.3147539936608379
841347.0,0.36223638720379703
841411.0,0.30652590859682904
841412.0,0.28820764906640867
841530.0,0.3428061498559687
841547.0,0.31139284209578755
841761.0,0.3028688594221826
841829.0,0.3132502816386051
841879.0,0.33354033822067475
841997.0,0.31391850201816
238910.0,0.3109404110175636
239210.0,0.34490752327201835
239263.0,0.36750129908997065
239277.0,0.4913926590392898
239428.0,0.7009848181327077
239445.0,0.6085294515481424
239678.0,0.3203198442426143
239831.0,0.1780834153544
239832.0,0.2860797431437858
239863.0,0.40831122877652104
239946.0,0.35971888413128644
239996.0,0.28281036203515997
240132.0,0.31086256053364236
,0.2367381451587203
,0.15707191706231483
240313.0,0.3501298085855298
240364.0,0.35034115612544514
240464.0,0.4817868190180055
240482.0,0.34548336798402474
240567.0,0.44015861256794214
240599.0,0.35592674233916133
240731.0,0.6598274196632936
240967.0,0.30643739542742177
241149.0,0.36300207309630006
241236.0,0.330215249176188
241353.0,0.32409318082881694
241817.0,0.2872004168934339
,0.3372136729488805
241904.0,0.17874934623265262
242003.0,0.1726786436800046
242104.0,0.3216147441189137
242186.0,0.2949096775729302
